BulletMasterProfileID,Manufacturer,Caliber,Model,Weight
ccb35615-5db8-4d83-acb1-e8f87d384027,Hornady,0.224,BTHP Match,52
ee4dd424-02e5-4b8c-af08-71fa44f1df8a,Hornady,0.224,BTHP Match,68
65cd1437-eefe-47d3-a2c4-b6d44a901f3d,Hornady,0.224,BTHP Match,75
9d130a0c-fd9b-45e2-b727-bab48e14a4d7,Hornady,0.243,BTHP Match,105
51e266d8-d29c-46f2-8616-72c92db69412,Hornady,0.277,BTHP Match,110
7fee6b83-748e-494c-93f8-01965be3c5a7,Hornady,0.308,BTHP Match,195
7d5d10f6-9b7c-402a-99cd-fbb53cb39e5e,Hornady,0.284,BTHP Match,162
1204db14-d675-4796-9814-4a354dfd571a,Hornady,0.224,BTHP Match Canalure,68
7c00c6fb-bbbb-4e9c-a494-24d443799180,Hornady,0.224,BTHP Match Canalure,75
0045612a-192c-4e9d-b2ac-a1cefe1061de,Hornady,0.308,BTHP Match pointed,208
44067709-6ba8-4c9e-adc5-85c4e63e794a,Hornady,0.308,BTHP Match pointed,225
eb9a220c-6978-418f-bab1-7ccbca3fbb0e,Hornady,0.243,BTHP pointed,105
81e03b81-7101-48b8-a862-a967c75229e5,Hornady,0.243,BTSP,100
0da9bc06-614b-446c-86b5-f3df27391717,Hornady,0.308,BTSP,150
8f2fdee9-d7e0-4895-9c72-567b29ede253,Hornady,0.308,BTSP,190
376ff6c8-e840-4b38-8238-9d8cc335b94f,Hornady,0.277,BTSP Interlock,140
058abf34-9d7f-445c-aa19-d3bba5324bdc,Hornady,0.284,BTSP Interlock,139
c0e087a7-552f-4228-9d73-e8bbea0a2387,Hornady,0.284,BTSP Interlock,162
d3ecd3a4-f25a-4c8d-8ff2-7edf62f671d0,Hornady,0.308,BTSP Interlock,165
6eb060b3-a733-4f77-bf5b-73f40f5c2cbb,Hornady,0.224,ELD Match,52
f9b93cc0-11ff-47c2-a23d-0697a88f4df3,Hornady,0.224,ELD Match,73
b215211c-3a4a-4376-9b72-de51c5974068,Hornady,0.224,ELD Match,75
d8ce0fb5-e95b-43f5-bd5f-fbcfacf482fc,Hornady,0.224,ELD Match,80
0415dd05-e68c-446b-bb2c-2a56a59a37f0,Hornady,0.224,ELD Match,88
ff07c63f-119e-4656-bd4f-60a920571f17,Hornady,0.243,ELD Match,108
48ef8e01-100f-4576-9a1c-310a9b370d18,Hornady,0.264,ELD Match,100
341895c7-e170-40fc-96e5-75063771b906,Hornady,0.264,ELD Match,120
3c6a7a0c-de2b-4f76-a2ec-9a29083a218b,Hornady,0.264,ELD Match,123
cb546f93-0a6d-49c6-978e-d9f071e5ee4e,Hornady,0.264,ELD Match,130
db2bcca9-95b5-4964-95c3-d490b71202e6,Hornady,0.264,ELD Match,140
6f2e5736-674e-4e32-b3af-ca5e666c95bf,Hornady,0.264,ELD Match,147
4957235d-9a77-4471-ab4a-2ed2651dfd7a,Hornady,0.284,ELD Match,150
5b4d748e-0606-4e7c-91a6-d4e8b5a51d9b,Hornady,0.284,ELD Match,162
e5342c94-9a24-4223-b436-b9fc761b34d4,Hornady,0.284,ELD Match,180
eaa14e23-43ab-4a85-8523-ccde55cfc037,Hornady,0.308,ELD Match,155
3c24e855-03ca-43a8-8561-e56bc44e8f69,Hornady,0.308,ELD Match,168
51e4de48-f318-48aa-a45b-fb596cb8ad43,Hornady,0.308,ELD Match,175
445f107f-e0e2-426e-b658-c792636be099,Hornady,0.308,ELD Match,195
361df264-5672-4c66-b559-d7ba6592d81f,Hornady,0.308,ELD Match,208
ddaaa1ec-fe98-4a78-8c62-bbc88130f76b,Hornady,0.308,ELD Match,225
7eaf4e6c-ddd3-4d0d-8860-28defda0f7a3,Hornady,0.338,ELD Match,285
9b353a2c-ddf6-48bb-bd77-8c4f9333ecaa,Hornady,0.243,ELD X,103
6ef2d13e-bfe9-4349-b0df-99c1715d7393,Hornady,0.264,ELD X,143
766f8209-7a07-4a3a-83da-87501017b4d0,Hornady,0.277,ELD X,145
46912a8d-ba4a-479d-ae9c-463e7a600098,Hornady,0.284,ELD X,162
a9ad720d-780c-4804-9750-f7985dfb0e39,Hornady,0.284,ELD X,175
7a3c207e-5019-4c04-8139-e213dbd1f474,Hornady,0.308,ELD X,178
c47ce4e2-2675-4353-96e3-9d307467c8bc,Hornady,0.308,ELD X,200
28595ac2-3cb7-4366-8c7b-8c2fb8a49815,Hornady,0.308,ELD X,212
d0ade590-e674-4401-b50a-b2bb95b7dfb5,Hornady,0.308,ELD X,220
7fbecd04-fe7a-40d1-8883-a80e1dfa14bc,Hornady,0.338,ELD X,230
46644bd3-2060-4508-a212-0c57bf5e6d99,Hornady,0.338,ELD X,270
104d8b51-4f53-499f-a219-409973cd1f10,Hornady,0.224,FMJBT,55
debc1ebb-47ac-4937-9eb1-4a5c66e1654a,Hornady,0.308,FMJBT,150
6d1c6c5c-5fec-40a4-a2e7-5ec1aeeb0eac,Hornady,0.338,FXT,200
20e0e723-07e6-4e93-8895-c338300a70a5,Hornady,0.224,GMX,55
43dd9451-5f0f-48c0-827d-900a622eaedc,Hornady,0.224,GMX,70
8b5a91b2-5ad6-4e19-a6f7-0e7fe8338217,Hornady,0.243,GMX,80
8991a2e9-ffde-432b-b415-1be44b82fda5,Hornady,0.257,GMX,90
1b8b6de9-fd1e-4292-a8a7-e7817cf02fab,Hornady,0.264,GMX,120
53d7e8b0-4ec9-4bea-9a71-e1e8d389c3fd,Hornady,0.277,GMX,100
85f27b4c-7722-4063-b9d7-73297e7ca27e,Hornady,0.277,GMX,130
b6345f8e-9303-445d-a6d8-255413fe1b1f,Hornady,0.284,GMX,139
b80d03d5-9c2c-4e81-ade4-9ad36233ea49,Hornady,0.308,GMX,110
d0fc5b34-c8f9-4999-b6ef-a72452fa3f6d,Hornady,0.308,GMX,125
28414254-b7db-457d-91d3-f34d2209af5c,Hornady,0.308,GMX,165
8413b9e1-bb28-401e-9045-9bb07b44c027,Hornady,0.308,GMX,180
d0f378ac-954e-497f-8f7b-df786b20a58a,Hornady,0.338,GMX,185
90240025-79d5-4664-a9af-bfc731d00d08,Hornady,0.264,HP Match,140
efa19662-c614-46d4-b4e4-54859ef4f477,Hornady,0.308,HPBT,155
0d526bbc-67d9-4c1b-9176-2e8303327f59,Hornady,0.308,HPBT,168
b7c2b0e7-82c0-4f18-8541-87cd18c59c43,Hornady,0.308,HPBT,178
0b1ef7ad-97d4-4740-8b17-9d1ea6541746,Hornady,0.243,InterBond,85
b2629b8e-56a0-4cf8-bdd4-c915ffd01216,Hornady,0.257,Interbond,110
8a044f3e-ebf8-488a-8daa-c300579cf8f5,Hornady,0.264,Interbond,129
6c7d4799-d4bf-4789-a600-886da0c55649,Hornady,0.277,Interbond,130
baa323e5-8ef5-4c67-8598-2f7f6ebb2147,Hornady,0.284,Interbond,139
f4d559f3-5b6b-4128-82bd-d0d6a6927c2d,Hornady,0.284,Interbond,154
97e2fa53-ba19-47db-9ec4-581e9947706e,Hornady,0.284,Interlock,175
3d702353-bf04-472b-be71-18fd53164889,Hornady,0.277,SP Interlock,150
2b5b63b1-8d19-45b3-aa47-508964d2feca,Hornady,0.284,SP Interlock,139
b629c3c1-8695-4d25-82c7-d00a8b9d10c7,Hornady,0.284,SP Interlock,154
2d839a5d-e160-4077-a084-7e8a969b541d,Hornady,0.257,Spitzer,87
4255c9bf-d4c6-4fce-b982-7ea2cf75d21b,Hornady,0.243,SST,95
cfc16bc4-998c-4bcb-b6d6-7fa534026341,Hornady,0.257,SST,117
56c432a1-2b48-4c77-8ce2-7955cddafee2,Hornady,0.264,SST,129
b1b462a3-c229-4b1f-97f0-8e664a35bed1,Hornady,0.277,SST,150
07c3e5eb-6774-4616-a079-ebbba95fec3d,Hornady,0.284,SST,154
a21b87ff-63aa-499b-bde0-def89cba5bf9,Hornady,0.308,SST,150
5d17bdf9-c6bf-4374-a501-8769b927828a,Hornady,0.308,SST,165
e41bda40-0d96-4a0c-8314-67a92075f1b0,Hornady,0.338,SST,200
cdff3ff5-fcc0-423a-b6c7-519bc55968b9,Hornady,0.338,SST,225
ccaeaf71-cca8-4898-959e-2ff856f9211d,Hornady,0.264,SSTBT,123
dfba03e0-f6f1-4083-beab-3d4372adac5a,Hornady,0.264,SSTBT,140
ef410fd4-452b-4db3-9900-155f458b3ccb,Hornady,0.277,SSTBT,120
39c91e5a-a9e6-42ae-ac0a-fcaab361430d,Hornady,0.277,SSTBT,130
8a9a95d5-cc27-4e3c-9b80-e8ce8bc6b5a2,Hornady,0.277,SSTBT,140
6c05d62a-14a6-461c-9d29-44f7cf7c6bd9,Hornady,0.284,SSTBT,139
2fb3d222-bf57-4945-92b0-c7e4517ffe51,Hornady,0.284,SSTBT,154
f9da56f9-c211-45d8-a3d4-8aebb153f014,Hornady,0.284,SSTBT,162
4b269759-e2a0-4350-bbae-5311227d22f2,Hornady,0.308,SSTBT,180
168d5e78-c91c-446a-84fd-3a138b5e852c,Hornady,0.224,Tap,55
0ba33adf-c037-4deb-bdd5-ce57b3782337,Hornady,0.224,Tap (BTHP),75
0dcc7b58-8f76-4cbf-a6f0-9fd897006720,Hornady,0.308,Tap,155
dba52037-49bc-49a2-82f0-230b82751392,Hornady,0.308,Tap (Amax),168
154ff0c4-d203-4a12-99ce-639b9464228a,Hornady,0.308,Tap (BTHP),168
6341f303-b86d-429e-b458-fd61697e46f8,Hornady,0.308,Tap (BTHP),175
1a30593b-38c6-48cd-9f4f-abd510d9f882,Hornady,0.172,Vmax,20
1d84f498-c7b9-4ada-a7ee-8c6c11888d99,Hornady,0.172,Vmax,25
6e872149-8c37-4735-9e54-2f2e578e1a06,Hornady,0.204,Vmax,40
bfcda6b4-17ed-49f9-aed3-3f81b2620fed,Hornady,0.224,Vmax,35
12340e61-4b44-42e5-ac90-eed8fe41b4ae,Hornady,0.224,Vmax,40
b6dc9627-4c8c-459e-85df-34c68d072a36,Hornady,0.224,Vmax,50
598adb55-9ae8-451d-bdb3-76c4012e3630,Hornady,0.224,Vmax,53
505a2ff6-787e-4924-a55f-3221c2ad0c07,Hornady,0.224,Vmax,55
b3b4504b-b7ab-4202-9d23-cf3aad537b6a,Hornady,0.224,Vmax,60
eddb53d2-de11-49af-b1c4-496a565976d5,Hornady,0.243,Vmax,58
3b4958db-45e8-4c7c-be3a-2756cba7a6d8,Hornady,0.243,Vmax,65
55b8281f-5f83-473a-bd12-da7a7dcc17e0,Hornady,0.243,Vmax,75
f01e7593-6e2c-4e6a-9ae2-1b977bc67ef3,Hornady,0.243,Vmax,87
c5746f52-fd45-4058-8c36-ba2f07228a69,Hornady,0.257,Vmax,75
1e7bb26a-40ee-474d-99d6-6520424fc632,Hornady,0.264,Vmax,95
e6b11bec-94ba-4eed-929e-0ae4dd5ca8eb,Hornady,0.277,Vmax,110
9c93da15-3bdd-4dbf-af01-43efa5e0fc8e,Hornady,0.284,Vmax,120
9c2a90f9-e7a4-4aee-8757-71af69b7c4f3,Hornady,0.308,Vmax,110
f2cb6af4-dd95-445c-9e93-90ae9e91f544,HSM,0.408,T50,400
590a9dd4-7769-4f85-aa23-1a3477fb32f9,JLK,0.284,BTHP,180
30774d0b-823f-48b6-b466-bde6325ff636,JLK,0.224,VLD,80
f980fbe9-cec9-41e7-9457-082919524cb4,JLK,0.243,VLD,105
7ffec13f-c260-4f5a-b78e-72e78c613bd7,JLK,0.264,VLD,140
fb65f485-d383-4b83-b70a-e11ebd066085,JLK,0.308,VLD,155
2a8c1bd4-0f31-42c5-b5de-8c29fb81db13,JLK,0.308,VLD,210
f6140e78-381f-4070-af91-7eb50a53651a,JLK,0.308,VLD LBT,210
15f147f6-3b45-4802-aea5-f17f14ee785e,KPBallistics,0.308,Jack,200
a632e489-358a-488d-be80-ecac55b39c6a,LakeCity,0.224,FMJBT,62
99aed498-1f75-4575-bcaf-df6d5a7249f9,Lapua,0.338,AP,300
61ef10a2-e0de-4749-a1d5-6cd74ef72a1e,Lapua,0.243,FMJBT,90
00b8a6cb-6176-41c8-8aa2-6e918913dbf0,Lapua,0.264,FMJBT,144
3ebaa56b-cf8c-403b-9e1c-485edc31fb61,Lapua,0.308,FMJBT,150
c369185d-d8a7-4674-9766-394ebd022cf9,Lapua,0.308,FMJBT,170
94b2feb8-9bea-4228-99bd-a61a215ba377,Lapua,0.308,FMJBT,185
6343c177-4cbb-4a05-b068-02f580b12dbb,Lapua,0.308,FMJBT,200
10e1551f-8b35-4a5a-8ff7-9e55803c1dc0,Lapua,0.338,FMJBT,250
6786e2c9-c3a2-4893-96c1-d3e114f57c5c,Lapua,0.510,Match Solid,800
e2bc3039-eb6e-4ae0-9e31-ddaaa24325eb,Lapua,0.224,Scenar,69
610202ab-d42b-40a5-9544-7b2651ece792,Lapua,0.224,Scenar,77
3502ce48-61df-4f5f-8cec-c634be35b6a4,Lapua,0.243,Scenar,90
f2ecd02b-f10a-42e2-9de4-f677fd839a33,Lapua,0.243,Scenar,105
4f72867d-50e1-4199-b6a2-43593b6af78a,Lapua,0.264,Scenar,108
6ca9c4b7-2781-460b-b12f-93401f93588a,Lapua,0.264,Scenar,123
a308d14c-bcda-4822-8874-da1ef6247806,Lapua,0.264,Scenar,139
d3b415b2-b1f4-4593-aed3-0d4c81f25edb,Lapua,0.308,Scenar,155
29eba6d6-6a46-41ce-89ff-76ad1d41eaf2,Lapua,0.308,Scenar,167
149c449e-91ae-4a24-8f79-a2d6a146d985,Lapua,0.308,Scenar,185
63c7f7c4-8fca-43d6-935e-b00bb1ff9326,Lapua,0.338,Scenar,250
69343c31-a04e-445c-91f4-9dba234c743e,Lapua,0.338,Scenar,300
1f2eb2b7-9853-4ebf-970b-833956a2f977,Lapua,0.224,ScenarL,69
f6208238-b7e9-416e-9b52-27a776852781,Lapua,0.224,ScenarL,77
67e113d8-27cd-41af-81e3-53d395d4960a,Lapua,0.243,ScenarL,90
86e0bd8f-6045-476d-b63f-7259cf2ab6a0,Lapua,0.243,ScenarL,105
bd3782f4-00c6-4933-9159-923fb1a7e449,Lapua,0.264,ScenarL,120
072e4f3d-9062-43f5-9a8c-12e70a797dba,Lapua,0.264,ScenarL,123
84893bd9-0267-43e4-84b0-60199444d097,Lapua,0.264,ScenarL,136
ed767a10-cd54-46a0-a142-4f16c16531f3,Lapua,0.264,ScenarL,139
35e68b09-f041-4cf6-bc9e-e086b22bea42,Lapua,0.284,ScenarL,150
9927b2e7-c739-46d4-9156-058210c6b9c3,Lapua,0.284,ScenarL,180
cbbcaa95-cba2-43c0-b38a-8488e80f2e1e,Lapua,0.308,ScenarL,155
52beef7f-d3c9-41e1-9d41-dfeb0c136834,Lapua,0.308,ScenarL,175
7248812d-fb58-47bf-a8cb-d60a0fc3a291,Lapua,0.308,ScenarL,220
6a478e65-886f-437d-a5f7-12e6f0913f1a,Lapua,0.338,ScenarL,250
0fabc6af-1e56-45d9-8af9-7208efbfd7e4,Lapua,0.338,ScenarL,300
d7647e77-db6e-48f2-9a89-ac55a7e83f8d,Lehigh,0.338,Brass Solid,230
01987699-7fb9-48a4-8b01-aa6ed13599ec,Lehigh,0.510,Controlled Chaos,750
5ab21ad1-743b-4863-ab7d-869c933561c6,Lehigh,0.264,FlashTip,105
37a8c517-8d9f-4e5d-9b6a-6a7e3f746231,Lehigh,0.264,FlashTip,119
e8ecede5-5330-4ce2-b65c-be4e807c6efd,Lehigh,0.338,FlashTip,240
b3206ef3-5db7-4905-8c3b-000fe8470e19,Lehigh,0.338,Match Solid,245
004c97db-6d66-47b6-80b6-04a1928a12b6,Lehigh,0.375,Match Solid,330
a24c3147-6708-4ac1-89e4-f32e1fc468de,Lehigh,0.375,Match Solid,353
c1b6f7ff-7349-49d6-b7b4-fd2f02a55a38,Lehigh,0.408,Match Solid,400
883f3644-e081-4b0a-ad51-ed97f1316fd0,Lehigh,0.416,Match Solid,416
5ccd2a9a-06eb-49dd-afc5-5b1733af32fe,Lehigh,0.510,Match Solid,650
00cb7a77-1516-48b4-963b-aa648c99f0d4,Lehigh,0.510,Match Solid,750
3ea84060-2b6e-4b97-9912-15cb56d6a944,Lehigh,0.510,Match Solid,808
fcfbad56-7991-41cf-b4f0-9d04f58e5f07,Matrix,0.264,BTHP,150
ad802eec-f987-4e49-b563-7ba0ff77607b,Matrix,0.264,BTHP,160
52fcdd00-e0ae-40e4-b3b8-e4d5f6754ac0,Matrix,0.277,RBT,150
9a49a860-ef8d-4b64-bb6d-6518d51fef71,Matrix,0.284,RBT,175
ef0ec4ef-9492-4294-87eb-8f132cfb9aee,Matrix,0.308,RBT,168
8eb47d74-b924-41f8-9b87-8287c0e70ac1,Matrix,0.243,VLD,107
4ed299fb-4077-4b93-a0e4-2256004f2192,Matrix,0.284,VLD,168
95f23d6c-ad0b-47ab-83b9-3b074b0a5bba,Matrix,0.284,VLD,190
ddcceaf7-8975-48b4-b9ce-65c412d80ea2,Matrix,0.308,VLD,210
15ccb659-139d-403b-98fb-c48fc65fd058,Military,0.224,M995 AP - AA69,51
aadaafb2-28e7-4d85-a968-1635f7d78f50,Military,0.224,M855 - AA33,62
fa850502-5dfc-4515-9430-80143004c04c,Military,0.224,M855 A1 - AB57,62
632e8269-5605-41c1-961f-640a54a94c89,Military,0.224,MK318 MOD0 - AA49,62
31834bda-ecdb-4a6b-a8fa-37fd308ea7d7,Military,0.224,MK262 MOD0 - AA53,77
c296dbd1-9798-454e-9b80-6f4df796e9a1,Military,0.308,MK319 MOD0 - AB50,130
102c7d9a-9181-4f27-90f3-cb6032bc3d7b,Military,0.308,M80A1 - AZ54,131
4588d644-dc9d-4f4d-a1b7-cbcf7bfbd86c,Military,0.308,M118LR - AA11,175
e6ab8b13-de02-44e6-97d8-1ccaa947c4d6,Military,0.308,MK248 MOD0 - A191,190
8a7971a4-91c6-45cd-9041-58b09a8942c8,Military,0.308,MK248 MOD1 - AB43,220
12a22915-055d-4be4-baa1-983bef36b0d5,Military,0.308,MK330 MOD0 - AB97,300
c59ac480-ca28-4743-a4b5-e539737c3cec,Military,0.338,ADIF1 Ball,661
593aebf5-4c5f-4675-b62b-3f47ce479be9,Military,0.510,M33 - A610,660
28872515-9dbe-49f1-90f2-f6a8b202e219,Military,0.510,M8 API - A531,663
3f2b9703-6c54-441e-a6ab-3ee7cfc4664c,Norma,0.264,Diamond,130
89f567f2-ee5f-4773-adca-670a890ec56a,Norma,0.264,FMJBT,140
47eb6fe1-3996-49eb-9920-f10c22948774,Norma,0.308,Match,168
66defc6e-c03c-4b4e-84ea-ed82d1c6eba1,Nosler,0.243,Accubond,90
56817bce-b795-4906-8c0e-344d58d879d0,Nosler,0.257,Accubond,110
1bd8427b-8b33-4c48-884f-003cf6a20130,Nosler,0.264,Accubond,130
f742c7dc-e710-49dd-9b17-7126e78b24f9,Nosler,0.264,Accubond,140
e28c775c-dde6-46b1-b786-15b075bad78f,Nosler,0.277,Accubond,100
620cf076-8180-485f-9e91-af73c8edf454,Nosler,0.277,Accubond,130
00a9a388-d69b-4642-9213-2f94e0afd376,Nosler,0.277,Accubond,140
c52c38c9-d8b8-449b-9b30-b99b02e87681,Nosler,0.284,Accubond,140
62ccd5d5-fc6b-4bd8-9aee-7f95a939febb,Nosler,0.284,Accubond,160
ad47ee60-d264-4a93-b3ff-1c83ed029121,Nosler,0.308,Accubond,125
ff295a21-d185-485b-bdf6-406274c24824,Nosler,0.308,Accubond,150
20a28c42-46d8-4194-9ad3-a6562d0fdee1,Nosler,0.308,Accubond,165
205a44aa-866f-49e7-adf4-321c1b72d29e,Nosler,0.308,Accubond,180
ab68e831-b151-4900-9eff-b2379e0b4ad7,Nosler,0.308,Accubond,200
d8a58864-5f25-4932-8b99-c39b9cf41609,Nosler,0.338,Accubond,180
f5d72b92-f75e-409b-a41f-90ef6f2c36c6,Nosler,0.338,Accubond,200
3c6455a9-f997-4d8b-8c69-e246e0f1dfca,Nosler,0.338,Accubond,225
4f22609a-3645-48ad-8969-aebad47eebeb,Nosler,0.338,Accubond,250
91280c18-abb7-4240-b387-6cc3d5ee5fe1,Nosler,0.375,Accubond,300
7ea00609-c0c8-4ae9-83a5-09d628f00a8b,Nosler,0.277,Ballistic Silver Tip,130
bc16d5d9-5f3a-4534-8665-d18576f9bda5,Nosler,0.284,Ballistic Silver Tip,140
f1cb67d2-789f-474d-a2e4-5b3a9cc48edf,Nosler,0.224,Ballistic Tip,55
f89f7050-6ea2-4f82-af61-4807b76267b1,Nosler,0.224,Ballistic Tip,60
c08e12ed-58d1-47b7-8790-b9f576e619df,Nosler,0.243,Ballistic Tip,70
1e49e74b-8ac6-4419-93e8-263c074d3eeb,Nosler,0.243,Ballistic Tip,80
7254fdfd-866c-4cee-98f6-389bebac4510,Nosler,0.257,Ballistic Tip,100
af217e4e-0033-4d80-a2ac-c8947d2af0c1,Nosler,0.257,Ballistic Tip,115
12b68ec1-a57d-4659-8fdb-b53eb7eebc34,Nosler,0.264,Ballistic Tip,100
2a379bcc-594d-4fea-a650-ae15d13597ab,Nosler,0.264,Ballistic Tip,120
5e3a1425-e4ee-45df-bac2-68c1aca44549,Nosler,0.277,Ballistic Tip,140
0dc5296d-8c48-41ca-ab08-d8785eb5d235,Nosler,0.284,Ballistic Tip,120
3b4fd96d-47af-4f9f-b28f-394f5c72ef6c,Nosler,0.284,Ballistic Tip,140
0eb1e058-0be3-4a24-86c0-0177b80119bb,Nosler,0.284,Ballistic Tip,150
8b16dd5a-986f-4b42-bf13-aed26b7a931d,Nosler,0.308,Ballistic Tip,125
2a36451c-49b5-4c79-bace-97421b577063,Nosler,0.308,Ballistic Tip,150
a003ac2f-b2e2-43ef-8fe7-5e2dd46b73ed,Nosler,0.308,Ballistic Tip,165
40d79599-17ed-44a6-becd-bfe398c19209,Nosler,0.308,Ballistic Tip,168
dab4baaa-9e05-4ca1-b47c-575f168733be,Nosler,0.308,Ballistic Tip,180
9534ff48-3179-40ac-96c6-4bede52439f1,Nosler,0.224,Custom Competition,52
b9d1c2e9-cd80-4edd-a001-bd2bbc558164,Nosler,0.224,Custom Competition,69
c2431db6-37a4-40e2-a877-c152b921284c,Nosler,0.224,Custom Competition,77
2138d10d-b335-4473-92a1-815a975de58d,Nosler,0.224,Custom Competition,80
3ce13f64-3f10-40a6-a104-c913146da4cf,Nosler,0.224,Custom Competition,80
05cb9064-c9ca-41ab-95e5-3eeb1a5ebfcd,Nosler,0.264,Custom Competition,123
25a8c13f-786b-41ff-8819-69a80470bab9,Nosler,0.264,Custom Competition,140
455e7afb-de23-4899-bd19-6769462341dd,Nosler,0.277,Custom Competition,115
fbd49a04-4ee9-4c9a-aa76-8284126db3f7,Nosler,0.284,Custom Competition,168
ea709303-4ae1-4eb3-a7cd-9caa862c7a8c,Nosler,0.308,Custom Competition,140
09605743-9999-4ab7-acdc-4efc2e838204,Nosler,0.308,Custom Competition,155
58f89857-a2b5-49e7-b036-a919846553bb,Nosler,0.308,Custom Competition,168
20bf6613-8957-404d-8cde-4123f9e9275e,Nosler,0.308,Custom Competition,175
04bc4f45-722d-4c8a-9857-82c13a04f073,Nosler,0.308,Custom Competition,190
04337573-4640-4eab-801d-ca114a51210c,Nosler,0.308,Custom Competition,220
18fc5fa6-e1e8-452a-8931-a5572ea4dc3a,Nosler,0.338,Custom Competition,300
5b36521b-6b3c-48f6-8019-0e69f1f6d376,Nosler,0.243,ETip,90
3babf55d-6b8e-48e9-a357-8b3696bc5a17,Nosler,0.277,ETip,130
9b4803cd-562c-41c8-95f0-d9fbf20cac0b,Nosler,0.284,ETip,140
5f61011a-f1ee-48ef-824e-e7f109ea7910,Nosler,0.284,ETip,150
7ad0cabe-fac0-4eb7-9eca-335bcf49fafd,Nosler,0.308,ETip,150
86f0f300-897a-49e6-890a-5ef5006c7f91,Nosler,0.308,ETip,168
aba5f269-b6e1-4c4b-8afb-69427290acf9,Nosler,0.308,ETip,180
03f93b60-eda9-40d6-bf20-be6a7ccee829,Nosler,0.338,ETip,200
3d55375f-df5f-4565-aa7b-5d143388b4ba,Nosler,0.264,Long Range Accubond,129
5197a980-1721-4b20-83fa-1661e963d59b,Nosler,0.264,Long Range Accubond,142
abd72840-21a4-46ca-b0d9-aff0e194394a,Nosler,0.277,Long Range Accubond,150
2eb0b908-cf13-49de-9664-bdd0700e60b0,Nosler,0.284,Long Range Accubond,150
166e7590-1c11-4e30-9514-bb15508c4aa2,Nosler,0.284,Long Range Accubond,168
835700c1-b9da-41e1-b08b-17009d62f191,Nosler,0.284,Long Range Accubond,175
7cacd8b5-5425-4b77-8f7c-89ca426565e8,Nosler,0.308,Long Range Accubond,190
8129ad99-3a74-4b26-a02d-398e28b2c695,Nosler,0.308,Long Range Accubond,210
9df1ed5d-2b48-427f-aa02-fa059ad65714,Nosler,0.243,Partition,95
e8593b9f-208e-4266-819b-ec0befbdc237,Nosler,0.257,Partition,115
938b7aae-e74d-4645-a563-af91f392e166,Nosler,0.284,Partition,150
829a8ec9-7e91-477b-a781-333542921461,Nosler,0.284,Partition,175
342fc6ce-13da-45d6-ba48-51e4446d20ac,Nosler,0.308,Partition,165
f71166bf-453c-4e41-980f-0d570405f243,Nosler,0.308,Partition,180
d12dee04-f464-4bfc-803e-7747b9142a74,Nosler,0.308,Partition,200
f2f24c8a-dbe5-46ef-a653-d1d5aff0eaf5,Nosler,0.277,Partition,140
edfd3b51-7980-4e94-81b3-4ed0438b7c80,Nosler,0.224,RDF,70
324dedcd-6e43-4663-887d-7a3acf744c54,Nosler,0.243,RDF,105
862af55a-c299-4459-a8b5-99eeadc3323d,Nosler,0.264,RDF,140
abe03dbc-5882-49c4-89cf-5b2f717fa782,Nosler,0.284,RDF,185
ea10311c-3af5-47b6-acd9-eebafdba95d0,Nosler,0.308,RDF,175
a32f26b7-4268-433e-ae36-9c89ef8c2d95,Peregrine,0.375,SSBT,247
ed7f265d-29e3-44df-912f-3385b0d4af15,Peregrine,0.375,SSBT,300
1404f1e3-82bc-4478-a7ef-a4d78a04738c,Peregrine,0.375,SSBT,350
dc567c02-02b3-4f27-be23-e2e1477b7a75,Peregrine,0.408,SSBT,405
96a1cab9-3b8a-4959-8976-43fbbdb27848,Peregrine,0.416,SSBT,430
46bd198e-6696-4d80-8232-61ec0f0aebcf,Peregrine,0.416,SSBT,500
5439d9bf-7619-4df7-b85b-96ed3c368802,Peregrine,0.510,SSBT,750
b5886a58-4091-4e2a-9020-fc1488cc51a9,Peregrine,0.510,SSBT,850
e32b1397-94ca-4b15-ba9c-3670c03606c5,PMC,0.510,FMJBT,660
57f71282-5f53-41be-b9c5-55c4dab20330,PMC,0.224,FMJBT Green Tip,62
1a84b078-76f5-438d-ad53-7a2ecf1752fb,PMP,0.308,HPBT,155
268c11a7-12c3-4373-85b3-151b5f3bb53e,PrecisionBallistics,0.264,BTHP,123
eebf87be-3a63-4f36-9e79-79eb47c9f612,PrecisionBallistics,0.264,BTHP,130
82b0ab02-8c5c-4b46-a950-ab03b6d309c1,PrecisionBallistics,0.264,BTHP,136
f967bba9-790f-433f-81e2-16e0d3dc9415,PrecisionBallistics,0.264,BTHP,139
6ddda745-607b-4fec-8269-18973b0d47fa,PrecisionBallistics,0.264,BTHP,142
d5a0ff4c-3ac0-4b38-a033-99cd26f2ed7d,PrecisionBallistics,0.243,VLD,103
8af4162a-ec0b-485a-aad2-a1c55d6c712b,PrecisionBallistics,0.243,VLD,105
72feecc2-20a6-4f00-8e1b-59b5de9b8a20,PrecisionBallistics,0.243,VLD,108
e56d99c4-d2e2-45a3-8e54-bc0f1a8a6b6f,PrecisionBallistics,0.243,VLD,113
59a1bdbf-21ac-47d0-bf95-60ddc3bd0e5b,PrecisionBallistics,0.243,VLD,115
804a4109-e4d4-4c9c-bbae-0b8d2dc70f8a,PrviPartizan,0.308,FMJ,150
